title,url,summary,datetime
Jennifer Stewart,https://de.wikipedia.org/wiki/Jennifer_Stewart,"Jennifer Stewart  ist eine US-amerikanische Pornodarstellerin und Schauspielerin. Jennifer Stewart als Teenager mit kleinen Rollen im amerikanischen Fernsehen, z. B. in Solid Gold. Danach arbeitete sie im Disneyland in Anaheim. 1989 begann sie eine zwei Jahre dauernde Karriere als Exklusiv-Star der Firma Vivid Video. Höhepunkt ihrer Karriere war der Gewinn des AVN Awards 1991 als Best New Starlet. Sie drehte gut 20 Porno-Filme, darunter die 35-mm-Kino-Produktion The Swap. In diesem Spielfilm mit pornographischen Einlagen spielt sie eine gelangweilte Yuppie-Hausfrau. Die einzige körperliche Veränderung, die sie während ihrer Karriere vornahm, war das Tragen von braunen Kontaktlinsen statt ihrer natürlichen blauen Augen. Auf dem Höhepunkt ihrer Bekanntheit beendete sie aus persönlichen Gründen die Porno-Karriere, um 1997 in der komödiantischen Fernsehserie Hot Springs Hotel unter dem nur leicht veränderten Namen Jen Stewart wieder aufzutauchen.",2017-07-28 00:32:32
Methorstteich und Rümlandteich,https://de.wikipedia.org/wiki/Methorstteich_und_R%C3%BCmlandteich,"Methorstteich und Rümlandteich sind ein Naturschutzgebiet in der schleswig-holsteinischen Gemeinde Emkendorf im Kreis Rendsburg-Eckernförde. Das rund 46 Hektar große Naturschutzgebiet ist unter der Nummer 54 in das Verzeichnis der Naturschutzgebiete des Ministeriums für Landwirtschaft, Umwelt und ländliche Räume eingetragen. Es wurde 1957 ausgewiesen . Zuständige untere Naturschutzbehörde ist der Kreis Rendsburg-Eckernförde. Das Naturschutzgebiet liegt südöstlich von Rendsburg am Rande eines Waldgebietes im Naturpark Westensee. Es besteht aus zwei Teilflächen, den jeweils rund 23 Hektar großen Teichen Methorstteich und Rümlandteich. In das Naturschutzgebiet sind Uferzonen der Teiche, beim Rümlandsteich auch eine an den Teich angrenzende Fläche einbezogen. Der Methorstteich wird überwiegend von Gehölzen, der Rümlandsteich teilweise von breiten Röhrichtzonen gesäumt. Bei den Teichen handelt es sich um Fischteiche, die vermutlich Anfang des 20. Jahrhunderts angelegt wurden. Die aufgestauten Teiche werden über Bäche gespeist. Ihr Wasser fließt zur Wehrau ab. Beide Teiche befinden sich im Privatbesitz und gehören zum Gut Emkendorf. Das Gebiet wird vom Unabhängigen Kuratorium Landschaft Schleswig-Holstein - Verband für Naturschutz und Landschaftspflege betreut.",2017-07-28 00:32:54
Liste deutscher Wörter im Englischen,https://de.wikipedia.org/wiki/Liste_deutscher_W%C3%B6rter_im_Englischen,"Dies ist eine Liste deutscher Wörter, die ins Englische entlehnt wurden . In den meisten Fällen hat sich die ursprüngliche Bedeutung des entlehnten deutschen Wortes gewandelt. Die deutsche und die englische Sprache entstammen beide dem westgermanischen Sprachstamm, ihre nahe sprachliche Verwandtschaft verschwamm jedoch unter dem Einfluss des Französischen auf das Englische aufgrund der normannischen Eroberung Englands im Jahr 1066 sowie der zweiten Lautverschiebung hin zum Hochdeutschen . Deutsche Wörter wurden aus diversen Gründen ins Englische entlehnt. Kulturelle Errungenschaften, speziell deutsches Essen, erreichten die englisch-sprachigen Nationen und wurden dort mit Deutschland an sich identifiziert, weshalb auch die deutschen Bezeichnungen übernommen wurden. Auch im Bereich der Wissenschaft, der Lehre und der klassischen Musik wurden Wörter aus dem Deutschen ins Englische entlehnt. Die folgende Liste ist zweigeteilt. Im zweiten Teil sind Wörter aufgeführt, die eine starke Assoziation zu Deutschland haben, zum Beispiel „Autobahn“.",2017-07-28 00:34:23
No-free-Lunch-Theoreme,https://de.wikipedia.org/wiki/No-free-Lunch-Theoreme,"Die No-free-Lunch-Theoreme  sind im Wesentlichen zwei Sätze der Informatik, die die Grenzen von Optimierungsalgorithmen bzw. Verfahren des maschinellen Lernens aufzeigen. Sie stellen somit Unmöglichkeitssätze dar, wie auch der gödelsche Unvollständigkeitssatz in der Mathematik oder das Arrow-Theorem in der Sozialwahltheorie. Die Bezeichnung stammt von der englischen Redensart There ain’t no such thing as a free lunch. David Wolpert und William G. Macready entdeckten sie 1995. Vereinfacht sagen sie aus, dass kein universell gutes Verfahren zur Lösung eines Optimierungsproblems oder zum Abstrahieren von Datensätzen existiert, wenn die Menge aller Probleme bzw. Datensätze betrachtet wird. Ist eine bestimmte Strategie in einem Teilbereich besser als eine andere, so muss sie in einem anderen Teilbereich schlechter sein . Insbesondere zeigt sich, dass keine Strategie, wenn sie auf die Grundgesamtheit aller Fälle angewandt wird, besser abschneidet als bloßes Raten. Im Alltag können die Sätze meist nicht angewandt werden, da die Menge aller möglichen Probleme in den meisten Fällen schon durch die Naturgesetze stark eingeschränkt wird. Es ist also möglich, für bestimmte Problemmengen Strategien zu entwickeln, die besser sind als andere. In einer verschärften Formulierung von 2001 gilt das No-free-Lunch-Theorem der Optimierung auch für Problemmengen, die unter Permutation abgeschlossen sind.",2017-07-28 00:35:10
Königreich Garo,https://de.wikipedia.org/wiki/K%C3%B6nigreich_Garo,"Das Königreich Garo  war ein Königreich der Sidama am Rand der Region Gibe in Äthiopien. Garo besaß klar umrissene Grenzen: im Norden durch Janjero, im Osten durch den Omo-Fluss sowie im Süden durch den Gojeb, welcher das Königreich von Kaffa trennte. Da eine deutliche Begrenzung im Westen fehlte, hatten die Untertanen des Königreichs eine Reihe von Gräben und Toren errichtet um sich vor Übergriffen durch die Oromo aus dem Königreich Jimma zu schützen. Werner Lange erörtert die Möglichkeit, dass Garo ein untergeordneter Teil Ennareas gewesen sei-ebenso wie Ennarea ein Teil des Königreichs Damot war. Mit der Regierungszeit Yeshaq I. hatte sich Garo von Ennarea abgespalten und war ein von Äthiopien abhängiger Staat. Möglicherweise handelt es sich dabei um das in den Reisetagebüchern von Zorzi erwähnte ""Bosge"". Im 16. Jahrhundert überzeugte der Kaiser Sarsa Denge den König das Christentum bereitwillig anzunehmen. Bis zum 17. Jahrhundert hatte Äthiopien jeglichen Kontakt zu diesem Staat verloren. Seine Geschichte in diesem Jahrhundert liegt größtenteils im Dunkeln. Es ist jedoch zu vermuten, dass durch die Migration der Oromo in die Region Gibe, das Bosha Königreich immer weiter eingeschnürt wurde bis schließlich, am Ende des Jahrhunderts, nur ein relativ kleines isoliertes Gebiet im Höhenwald des Bergs May Gudo übriggeblieben war. Garo blieb unabhängig bis letztlich Abba Gomo aus Jimma die letzten isolierten Teile dieses Reiches eroberte. Als der abessinische Kaiser Haile Selassie Jimma annektierte, lebte ein Nachkomme von Dagoye, dem letzten König Garos, so gut wie verbannt in Jiren.",2017-07-28 00:36:05
Leslie Bancroft-Krichko,https://de.wikipedia.org/wiki/Leslie_Bancroft-Krichko,"Leslie B. Bancroft-Krichko  ist eine ehemalige US-amerikanische Skilangläuferin. Während ihrer Zeit an der Oxford Hills High School trat Bancroft-Krichko im Ski Alpin und Langlauf an. 1978 wurde sie in die US-Nationalmannschaft der Skilangläufer aufgenommen. Zwei Jahre später nahm sie an den Olympischen Winterspielen 1980 in Lake Placid teil. Über 5 und 10 Kilometer belegte sie die Plätze 33 und 28. Mit ihren Kolleginnen Alison Owen-Spencer, Beth Paxson und Lynn Spencer-Galanes erreichte sie im Staffelwettbewerb über vier Mal 5 Kilometer Rang 7. 1983 trat Bancroft-Krichko aus der Nationalmannschaft zurück um an der University of Vermont zu studieren. Sie betrieb dabei weiterhin Langlauf und kehrte ins Team zurück. 1986 wurde sie US-meisterin über 30 Kilometer, 1987 über 10 Kilometer. 1988 trat sie bei ihren zweiten Olympischen Winterspielen in Calgary an. Den Wettbewerb über 5 Kilometer beendete sie auf dem 31. Platz, über 10 Kilometer erreichte sie Rang 36. In der Staffel mit Dorcas Denhartog, Leslie Thompson und Nancy Fiddler belegte sie den 8. Platz.",2017-07-28 00:36:09
P-Rating,https://de.wikipedia.org/wiki/P-Rating,"Das P-Rating oder auch Performance-Rating bzw. Pentium-Rating ist eine ""Einheit"", mit der die Geschwindigkeit eines Prozessors mit der eines entsprechend getakteten Pentium-Prozessors  verglichen wird. Für den Vergleich wurden 'normale' Büroanwendungen herangezogen. Die Gleitkommaleistung lag im Regelfall weit darunter. Das Rating wurde zuerst von AMD beim Am5x86, später dann auch von Cyrix beim Cyrix 5x86 und von NexGen  verwendet, um dem damaligen Pentium besser Konkurrenz leisten zu können. Cyrix war mit dem MII  der letzte Hersteller der diesen Vergleich verwendete. Durch die Verwendung unterschiedlicher Architekturen und Busgeschwindigkeiten waren aber auch die Intelprozessoren untereinander nicht nur über die Taktrate vergleichbar. Daher entwickelte Intel den iCOMP Index, der auf einer Reihe von Benchmarkanwendungen  basiert. Da dieser auch stark auf Gleitkommafunktionen beruhte, bei denen Intel bei den x86-CPUs führend war, sollte damit auch der Vorsprung dokumentiert werden. Mit der NetBurst-Architektur des Pentium 4 und deren hohen Taktzahlen wechselte Intel wiederum zu Taktfrequenzen als Maßeinheit. Um vergleichbar zu bleiben, etablierte AMD mit dem AMD Athlon XP später wiederum eine ähnliche, QuantiSpeed genannte Bezeichnung, die sich an der Taktrate des Pentium 4 orientiert.",2017-07-28 00:36:40
Wilfried Kühlem,https://de.wikipedia.org/wiki/Wilfried_K%C3%BChlem,"Wilfried  Kühlem  ist ein ehemaliger deutscher Schwimmer. Er startete für den SV Rhenania Köln und wurde von Gerhard Hetz und Elmar Schneider trainiert. Von der Presse erhielt er aufgrund seiner Spurtgewaltigkeit den Beinamen „Rakete von Deutz“ 1980 wurde Kühlem deutscher Jugendmeister  und verbesserte in diesem Jahr dreimal den deutschen Altersklassenrekord  für 17-jährige. 1981 schwamm er mit der 4×100-Meter-Freistil-Staffel an der Seite von Michael Groß Europarekord. Im selben Jahr belegte er mit der Staffel den dritten Platz bei den Europameisterschaften in Split über dieselbe Distanz und erreichte damit den ersten internationalen Erfolg in der Vereinsgeschichte des SV Rhenania Köln. 1982 nahm er als Deutscher Vizemeister über 100 m Freistil in den Einzel- und Staffelrennen an den Weltmeisterschaften in Guayaquil teil . Zwischen 1982 und 1984 errang er drei Deutsche Meistertitel über 4×200 Freistil, unter anderem mit dem späteren Langstreckenweltmeister Rainer Henkel. 1984 erfüllte Kühlem mit einem dritten Platz über 100 m Freistil die Qualifikationsnorm für die Olympischen Spiele in Los Angeles. Trotzdem nominierte der Deutsche Schwimmverband  nicht ihn, sondern den Fünftplatzierten. Den Prozess gegen den DSV gewann Kühlem, die 25. Zivilkammer am Landgericht München sah dessen Klage als berechtigt an und der DSV musste Kühlem für die Spiele in Los Angeles nominieren. Doch die Olympischen Spiele fanden trotzdem ohne den Sprinter statt, da das NOK seine Nominierung verweigerte. Kühlem erhielt 1982 die Kampfrichter Lizenz und 1986 die Trainer B Lizenz und arbeitete von 1986 bis 1997 als Trainer im Kinder- und Jugendschwimmen. Wilfried Kühlem ist Inhaber einer Haus- und Grundbesitzverwaltung in Köln. Kühlem ist verheiratet und hat zwei Kinder.",2017-07-28 00:36:49
Heinrich Laag,https://de.wikipedia.org/wiki/Heinrich_Laag,"Heinrich Laag  war ein evangelischer Theologe, Professor für Kirchengeschichte, Christlicher Archäologe und von 1934 bis 1945 Verwalter des Amtes des Generalsuperintendenten für den Westsprengel der pommerschen Kirche. Am 9. Juli 1916 wurde der aus Mecklenburg stammende Heinrich Laag in Berlin als Geistlicher ordiniert. Als Militärhilfsprediger war er dann am Kadettenhaus in Lichterfelde bei Berlin tätig und übernahm am 1. Januar 1918 seine erste Pfarrstelle in Stojentin bei Stolp in Hinterpommern. Im Jahre 1919 wurde er zum Lizenziaten der Theologie promoviert. Im Jahr 1922 wechselte er in das vorpommersche Groß Bünzow nahe Wolgast und wurde zugleich Privatdozent an der Universität Greifswald. 1930 wurde er zum Doktor der Theologie promoviert. Von 1931 bis 1934 war er als Superintendent der leitende Geistliche der Synode Garz/Rügen. Im Jahre 1934 wurde er zum Propst und zum Professor für Kirchengeschichte in Greifswald berufen. Während des Dritten Reiches war er als Oberkonsistorialrat beim Konsistorium der Provinz Pommern in Stettin an der Leitung der pommerschen Kirche beteiligt. Ab 1934 verwaltete er – in der Nachfolge des aus dem Amt gedrängten Walter Kähler – das Amt des Generalsuperintendenten für den Westprengel . 1938 war er Gründer und erster Leiter des Seminars für Kirchenmusik in Stettin-Finkenwalde. 1945 flüchtete er in den Westen Deutschlands und übernahm ein Pfarramt in der hessischen Stadt Schlüchtern. 1955 wechselte er nach Caldern. Laag wurde 1953 Honorarprofessor an der Philipps-Universität Marburg, wo er 1954 eine Zentralstelle für modernen Kirchenbau gründete. Hieraus ging das Institut für Kirchenbau und kirchliche Kunst der Gegenwart hervor, das er bis 1965 leitete.",2017-07-28 00:37:49
Tim Knight,https://de.wikipedia.org/wiki/Tim_Knight,"Tim Knight  ist ein englischer Komponist, Chorleiter und Musikpädagoge. Knight war von 1969 bis 1973 Chorsänger am York Minster unter der Leitung von Francis Jackson und studierte Chorleitung bei John Coates. Er war Gründungsleiter der Heritage Singers, eines Kammerchores, mit dem er in den USA, Holland, Ungarn und Norwegen auftrat, am Ryedale, Swaledale und Northern Aldborough Festival teilnahm und fünf CDs aufnahm. Er arbeitete weiterhin mit den Grassington Singers, der Thornton Vocal Union, dem Burnley Municipal Choir und dem LKammerchor Vocalis und gründete den Konzertchor Heritage Masterworks Chorale. Er ist Chorleiter der St Bartholomew's Church in Armley, Rektor des Yorkshire College of Music and Drama und Leiter der York Rose Singers. Die Kompositionen Knights erschienen in Großbritannien, den USA, Deutschland und Österreich und umfassen Werke von Unterrichtsstücken für Bläserensemble bis zu großen Orchester- und Chorwerken. Sie wurden u.a. beim Cork International Organ Festival, der Wiedereröffnung der Konzerthalle von Leiden und an der St. Paul's Cathedral in Boston gespielt und von Musikern und Ensembles wie den Organisten Francis Jackson, Simon Lindley und Tim Rishton, dem Wakefield Festival Chorus, der Cheltenham Choral Society und den Bel Canto Singers aus Fredericton, der Tschechischen Philharmonie, der Hessle Sinfonia, der Ilkley Sinfonietta, dem Portsmouth New Music Orchestra und dem Isle of Axholme Orchestra aufgeführt. 2003 leitete er als Gastdirigent bei der Sommerkonferenz des Royal Canadian College of Organists die Uraufführung seines Oratoriums Genesis, 2011 die Premiere seines Reqiems an der St. Raphaels Cathedral in Dubuque. Sein Orchesterstück Elegy for an English Summer erschien 2007 in der CD-Reihe Masterworks of a new era mit der Tschechischen Philharmonie unter Robert Winston. 2007 wurde er bei der World Music Foundation Composers Competition mit einer besonderen Erwähnung geehrt, im Folgejahr war er mit drei Stücken im Finale der Britischen Composers Competition vertreten.",2017-07-28 00:38:45
Adolf Hoffmann (Bauforscher),https://de.wikipedia.org/wiki/Adolf_Hoffmann_(Bauforscher),"Adolf Hoffmann  ist ein deutscher Bauforscher. Adolf Hoffmann studierte von 1962 bis 1970 Architektur an der Technischen Universität Berlin und an der Universität Karlsruhe, die Diplom-Hauptprüfung legte er bei Egon Eiermann ab. Nach Ablegung der zweiten Staatsprüfung in Stuttgart 1975 wurde er zum Regierungsbaumeister  ernannt. Im selben Jahr wurde er an der Universität Karlsruhe bei Wulf Schirmer mit der von Friedrich Rakob betreuten Dissertation Das „Stadion“ in der Villa Hadriana bei Tivoli promoviert. Von 1975 bis 1981 war er wissenschaftlicher Assistent von Wulf Schirmer am Institut für Baugeschichte in Karlsruhe und führte in dieser Zeit die Forschungsarbeiten von Arnold Tschira und Friedrich Rakob in der Casa del Fauno in Pompeji fort. Von 1981 bis 1986 war er Referent für Architektur an der Abteilung Istanbul des Deutschen Archäologischen Instituts  und an den Forschungsprojekten des Instituts in Pergamon und Aizanoi / Çavdarhisar beteiligt. Von 1985 bis 1990 hatte er die Grabungsleitung in Aizanoi inne. 1985 habilitierte er sich an der Universität Karlsruhe mit dem Thema Die Casa del Fauno in Pompeji und wurde Privatdozent. Ab 1987 war er wissenschaftlicher Angestellter des DAI und leitete zunächst die Grabungen in Gadara , Jordanien. 1988 wurde er Leiter des Architekturreferats bei der Zentrale des DAI und 1989 wissenschaftlicher Direktor bei der Zentrale des DAI in Berlin. 1992 wurde Hoffmann zum außerplanmäßigen Professor an der Universität Karlsruhe ernannt und 1993 auf den Lehrstuhl für Baugeschichte an der Fakultät für Architektur und Bauingenieurwesen an der Brandenburgischen Technischen Universität  in Cottbus berufen. 1994 folgte die Ernennung zum Universitätsprofessor  in Cottbus . Von 1998 bis 2002 war er Leiter des Forschungsprojekts zur „Domus Severiana“ auf dem Palatin in Rom. 2001 wurde er zum Ersten Direktor der Abteilung Istanbul des DAI ernannt. Im selben Jahr wurde ihm der Max-Planck-Forschungspreis für internationale Kooperation verliehen. In den folgenden Jahren bis zu seiner Pensionierung 2006 leitete er Forschungsprojekte zur Rizq-Moschee in Hasankeyf, zur Roten Halle / Kızıl Avlu in Pergamon, zur hellenistischen Burg auf dem Karasis bei Kozan  und zum Şeker Hane Köşkü in Selinus / Gazipaşa bei Alanya, dem vermuteten Kenotaph für Kaiser Traian. Hoffmann ist Ordentliches Mitglied des DAI und Ehrenmitglied der Koldewey-Gesellschaft, deren erster Vorsitzender er von 1994 bis 2000 war.",2017-07-28 00:38:48
